sample1	sample2	average_score	location.1	country.1	sampleType.1	location.2	country.2	sampleType.2	comparisons	compared_locations	host_comparisons
G0321_i2	LL_i29	0.841887097565815	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0321_i2	LL_i31	0.820628374530743	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0321_i2	LL_i33	0.806431381485209	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0321_i2	LL_i34	0.819501632090002	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0321_i2	LL_i39	0.799147162325821	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0321_i2	LL_i41	0.825240667822786	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0321_i2	LL_i44a	0.804390634604439	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0321_i2	LL_i44b	0.842542736368359	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0321_i2	T150_i1	0.829334557973881	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0321_i2	T150_i2	0.855612044009893	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0321_i2	T262_i1	0.864302362557368	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0321_i2	T262_i2	0.82367379916409	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0322_i1	G0333_i1	0.906680271272056	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0322_i1	G0348_i1	0.891013540839534	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0322_i1	G0348_i2	1	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0322_i1	G0349_i1	0.880941729069339	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0322_i1	G0350_i2	0.853100994822278	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0322_i1	G0354_i1	0.990145933982786	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0322_i1	G0354_i2	0.99387136032693	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0322_i1	G0354_i4	0.986747358828524	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0322_i1	G0355_i2	0.990526655554129	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0322_i1	G0361_i1	0.869075190723063	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0322_i1	G0361_i2	0.873340774774606	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0322_i1	G0361_i3	0.898895795752389	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0322_i1	G0362_i3	0.873608511149936	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0322_i1	G0363_i4	0.878603705102358	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0322_i1	G0364_i3	0.862250305307397	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0322_i1	G0365_i1	0.881140519263257	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0322_i1	G0370_i3	0.902679037651162	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0322_i1	G0371_i3	0.878744093149175	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0322_i1	G0380_i2	0.867130476087504	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0322_i1	G0385_i1	0.880395469342155	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0322_i1	G0390_i2	0.867839252241885	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0322_i1	G0391_i2	0.890246018017141	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0322_i1	G0393_i1	0.895025302780427	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0322_i1	G0395_i1	0.893748635732907	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0322_i1	G0411_i1	0.8568771145668	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0322_i1	G0412_i1	0.894468823975348	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0322_i1	G0416_i3	0.898509693335175	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0322_i1	LL_i12	0.8726079011506	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0322_i1	LL_i14	0.845234972863185	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0322_i1	LL_i15	0.856005440915759	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0322_i1	LL_i21	0.838087503974689	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0322_i1	LL_i22	0.8590387348276	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0322_i1	LL_i24	0.875696604107175	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0322_i1	LL_i29	0.87423916344226	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0322_i1	LL_i31	0.855144734408377	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0322_i1	LL_i33	0.862159076769116	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0322_i1	LL_i34	0.863551699353976	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0322_i1	LL_i39	0.861064802303364	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0322_i1	LL_i41	0.855395535754278	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0322_i1	LL_i44a	0.862039592623896	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0322_i1	LL_i44b	0.820835738549031	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0322_i1	T150_i1	0.870333558190273	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0322_i1	T150_i2	0.858118206594585	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0322_i1	T262_i1	0.858164212485781	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0322_i1	T262_i2	0.829777768875436	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0333_i1	G0348_i1	0.856422382096413	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0333_i1	G0348_i2	0.876408338026454	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0333_i1	G0349_i1	0.905357366145322	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0333_i1	G0350_i2	0.816419080618828	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0333_i1	G0354_i1	0.866647386569753	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0333_i1	G0354_i2	0.870237451165738	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0333_i1	G0354_i4	0.832091273404601	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0333_i1	G0355_i2	0.831236593755798	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0333_i1	G0361_i1	0.852193071338532	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0333_i1	G0361_i2	0.857524875613199	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0333_i1	G0361_i3	0.862077681215347	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0333_i1	G0362_i3	0.815821267653777	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0333_i1	G0363_i4	0.822628280546685	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0333_i1	G0364_i3	0.850817918169575	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0333_i1	G0365_i1	0.862527104385901	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0333_i1	G0370_i3	0.821472577416857	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0333_i1	G0371_i3	0.819089803510391	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0333_i1	G0380_i2	0.83956961405497	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0333_i1	G0385_i1	0.844589733076897	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0333_i1	G0390_i2	0.859864077221322	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0333_i1	G0391_i2	0.904331648518345	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0333_i1	G0393_i1	0.858514793505844	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0333_i1	G0395_i1	0.865726745211496	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0333_i1	G0411_i1	0.818172122176768	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0333_i1	G0412_i1	0.831517734677971	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0333_i1	G0416_i3	0.892735666729003	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0333_i1	LL_i12	0.831877740761801	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0333_i1	LL_i14	0.843115940014794	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0333_i1	LL_i15	0.833756787354068	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0333_i1	LL_i21	0.786725011228952	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0333_i1	LL_i22	0.8061761978079	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0333_i1	LL_i24	0.833371987877974	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0333_i1	LL_i29	0.842254412711394	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0333_i1	LL_i31	0.785921658174039	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0333_i1	LL_i33	0.800558595438741	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0333_i1	LL_i34	0.833075313553276	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0333_i1	LL_i39	0.823408802063097	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0333_i1	LL_i41	0.81548504239389	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0333_i1	LL_i44a	0.815988847790001	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0333_i1	LL_i44b	0.83960043154149	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0333_i1	T150_i1	0.840975382065295	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0333_i1	T150_i2	0.861201604398391	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0333_i1	T262_i1	0.850923143448324	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0333_i1	T262_i2	0.804896302069744	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i1	G0349_i1	0.896407783562321	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Related
G0348_i1	G0350_i2	0.855818822478696	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Related
G0348_i1	G0354_i1	0.870383383380093	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i1	G0354_i2	0.857561013891405	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i1	G0354_i4	0.847170539357292	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i1	G0355_i2	0.87811098451571	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0348_i1	G0361_i1	0.996979266537275	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i1	G0361_i2	0.992217618820329	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i1	G0361_i3	0.996984486597708	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i1	G0362_i3	0.995477747401522	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0348_i1	G0363_i4	0.829882116179973	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i1	G0364_i3	0.866258869390766	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0348_i1	G0365_i1	0.851485349786594	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0348_i1	G0370_i3	0.85948901883728	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i1	G0371_i3	0.861900289601356	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0348_i1	G0380_i2	0.859794373418227	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i1	G0385_i1	0.885944631436092	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0348_i1	G0390_i2	0.889299666640518	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0348_i1	G0391_i2	0.853820320160523	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i1	G0393_i1	0.960821978593209	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i1	G0395_i1	0.873446532453273	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0348_i1	G0411_i1	0.891355259611985	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i1	G0412_i1	0.816924714802186	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0348_i1	G0416_i3	0.8515147815501	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i1	LL_i12	0.875982211218884	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i1	LL_i14	0.845385260163376	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i1	LL_i15	0.851015920571178	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i1	LL_i21	0.852010931259028	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i1	LL_i22	0.799253594268269	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i1	LL_i24	0.864042200466112	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i1	LL_i29	0.83826639745601	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i1	LL_i31	0.859445759193404	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i1	LL_i33	0.85870694440376	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i1	LL_i34	0.841155159154956	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i1	LL_i39	0.821994994883039	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i1	LL_i41	0.836692525898947	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i1	LL_i44a	0.823951708243574	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i1	LL_i44b	0.844275892919588	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i1	T150_i1	0.871988993691982	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i1	T150_i2	0.909834587510918	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i1	T262_i1	0.818874644240723	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i1	T262_i2	0.837732190969918	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i2	G0349_i1	0.881570065059813	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Related
G0348_i2	G0350_i2	0.866047090525947	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Related
G0348_i2	G0354_i1	0.993846718384927	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i2	G0354_i2	0.996935542511391	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i2	G0354_i4	0.99202994096502	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i2	G0355_i2	0.996924467062461	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0348_i2	G0361_i1	0.855034291699977	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i2	G0361_i2	0.887253910945613	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i2	G0361_i3	0.884398578252176	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i2	G0362_i3	0.856903672019734	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0348_i2	G0363_i4	0.893576788112559	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i2	G0364_i3	0.885586131847489	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0348_i2	G0365_i1	0.880952349168345	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0348_i2	G0370_i3	0.892631332777925	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i2	G0371_i3	0.864171011040644	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0348_i2	G0380_i2	0.872591126065504	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i2	G0385_i1	0.888570468949544	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0348_i2	G0390_i2	0.888280596394629	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0348_i2	G0391_i2	0.892015080425336	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i2	G0393_i1	0.871422143165984	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i2	G0395_i1	0.892793969376148	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0348_i2	G0411_i1	0.867683684896746	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i2	G0412_i1	0.890425386938554	Ikobey	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0348_i2	G0416_i3	0.882105473590462	Ikobey	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0348_i2	LL_i12	0.869630785809975	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i2	LL_i14	0.864763573354815	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i2	LL_i15	0.839313799582766	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i2	LL_i21	0.844355924174435	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i2	LL_i22	0.848458309325448	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i2	LL_i24	0.868186811450446	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i2	LL_i29	0.873448805495476	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i2	LL_i31	0.877661753784301	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i2	LL_i33	0.873389470780545	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i2	LL_i34	0.859264117644809	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i2	LL_i39	0.88949556533322	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i2	LL_i41	0.84123145069848	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i2	LL_i44a	0.86034909838781	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i2	LL_i44b	0.86797180021265	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i2	T150_i1	0.885074615243505	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i2	T150_i2	0.896374873883449	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i2	T262_i1	0.853535873560639	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0348_i2	T262_i2	0.83096076281295	Ikobey	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0349_i1	G0350_i2	0.891441540780294	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Related
G0349_i1	G0354_i1	0.883225681468209	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0349_i1	G0354_i2	0.869333175847826	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0349_i1	G0354_i4	0.830345029685852	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0349_i1	G0355_i2	0.860324407900779	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0349_i1	G0361_i1	0.884422822749791	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0349_i1	G0361_i2	0.869008155108266	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0349_i1	G0361_i3	0.904187124499625	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0349_i1	G0362_i3	0.913424371934857	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0349_i1	G0363_i4	0.852126962996134	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0349_i1	G0364_i3	0.826511457234859	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0349_i1	G0365_i1	0.859400049217898	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0349_i1	G0370_i3	0.844707556630379	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0349_i1	G0371_i3	0.81570896508855	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0349_i1	G0380_i2	0.836646733667898	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0349_i1	G0385_i1	0.864748178764423	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0349_i1	G0390_i2	0.903557710278135	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0349_i1	G0391_i2	0.887737295341037	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0349_i1	G0393_i1	0.901999153904291	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0349_i1	G0395_i1	0.879513458113163	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0349_i1	G0411_i1	0.881107653456265	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0349_i1	G0412_i1	0.887003099155682	Ikobey	Gabon	Child	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0349_i1	G0416_i3	0.892171479061246	Ikobey	Gabon	Child	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0349_i1	LL_i12	0.853316221730978	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0349_i1	LL_i14	0.843166653844864	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0349_i1	LL_i15	0.857790095178027	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0349_i1	LL_i21	0.887392687314295	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0349_i1	LL_i22	0.847270336149116	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0349_i1	LL_i24	0.882457407240739	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0349_i1	LL_i29	0.838064517605254	Ikobey	Gabon	Child	Germany	Germany	Adult	between host	G vs. T	Unrelated
